Object ID,Name,Geolocatiion_latitude,Geolocatiion_longitude,Ownership,Address #,Street,City,State,Zipcode,Year Built,Category,Type,Status,Gender?,Ethnicity?,Controversy? Yes/No?,Vandalized? Yes/No? Provide Info + Links,Comments,Source
45,Horticultural Hall,-71.085069,42.34319,,247,Huntington Avenue,Fenway,MA,,,Building,,,,,,,,
46,Hutchinson building,-71.059832,42.357002,,32-54,Province Street,Boston,MA,,,Building,,,,,,,,
47,Industrial School for Girls,-71.063485,42.29361,,232,Centre Street,Dorchester,MA,,,Building,,,,,,,,
48,Parker House,-71.060113,42.3578,,60,School Street,Boston,MA,,,Building,,,,,,,,
49,Pope/Cahner's Building,-71.07254,42.348308,,219-223,Columbus Avenue,Back Bay,MA,,,Building,,,,,,,,
50,64 Broad Street,-71.053416,42.357869,,64,64 Broad Street,Boston,MA,,,Building,,,,,,,,
51,65 Pleasant Street,-71.060133,42.314372,,65,Pleasant Street,Dorchester,MA,,,Building,,,,,,,,
52,66 Broad Street,-71.053225,42.357934,,66,66 Broad Street,Boston,MA,,11/1/83,Building,,,,,,,,http://bit.ly/1e9FoQr
53,68 Broad Street,-71.053262,42.357925,,68,68 Broad Street,Boston,MA,,11/1/83,Building,,,,,,,,
54,7-9 Broad Street,-71.054674,42.358966,,9-Jul,7-9 Broad Street,Boston,MA,,,Building,,,,,,,,http://bit.ly/1mVFgGJ
55,Copley Plaza,-71.076589,42.349113,,138,St James Avenue,Back Bay,MA,,,Building,,,,,,,,
56,72 Broad Street,-71.053005,42.357749,,72,72 Broad Street,Boston,MA,,11/1/83,Building,,,,,,,,http://bit.ly/1hUBgmm
57,Cox Building,-71.09016,42.329568,,7-Jan,Dudley Street,Roxbury,MA,,7/10/79,Building,,,,,,,,http://bit.ly/1qeQvJv
58,"Gridley J.F. Bryant Buildings, Boston City Hospital",-71.070356,42.338773,,,Harrison Avenue,South End,MA,,,Building,,,,,,,,
59,Curley House,-71.116896,42.320003,,350,Jamaicaway,Jamaica Plain,MA,,9/26/89,Building,,,,,,,,http://bit.ly/1svXf7Q
60,5-7 Broad Street,-71.054637,42.359049,,7-May,Broad Street,Boston,MA,,11/1/83,Building,,,,,,,,http://bit.ly/1lGjC6y
61,South Market Building,-71.054292,42.360079,,100-199,Faneuil Hall Marketplace,Boston,MA,,,Building,,Original Location,,,,,,
62,Sidewalk Clock - 9 Chelsea Street,-71.038213,42.370277,,9,Chelsea Street,,MA,,,Building,,,,,,,,
63,St Leonard's Church,-71.054249,42.364735,,31-35,Prince Street,North End,MA,,,Building,,,,,,,,
64,Church Green Buildings,-71.058007,42.353423,,101-3 105-13,Summer St.,Boston,MA,,10/2/79,Building,,,,,,,,
65,Franklin Park,-71.086831,42.30305,,,"Bounded by Forest Hills Street, Seaver Street, Blue Hill Avenue, American Legion Highway, Morton Street, and Forest Hills Cemetery",Roxbury,MA,,,Building,,,,,,,,http://bit.ly/1oHAajg
66,Sacred Heart Church,-71.053221,42.363727,,12,North Square,North End,MA,,,Building,,,,,,,,
67,Charlestown Savings Bank,-71.063579,42.375305,,4-Jan,1-4 Thompson Square,Charlestown,MA,,,Building,,,,,,,,http://bit.ly/1hxOctQ
68,Chestnut Hill Reservoir & Pump Station Complex,-71.151236,42.336089,,2400-50,Beacon Street,Brighton,MA,,9/26/89,Building,,,,,,,,http://bit.ly/1oJsvRu
69,Stock Exchange Building,-71.056369,42.358792,,53,State Street,Boston,MA,,1/2/80,Building,,,,,,,,http://bit.ly/1jVNHyQ
70,Stoughton School,-71.071242,42.271726,,36-40,River Street,Dorchester,MA,,,Building,,,,,,,,
71,U.S. Custom House,-71.053339,42.358996,,,McKinley Square,Boston,MA,,7/29/86,Building,,,,,,,,http://bit.ly/1jqEE8t
72,Symphony Hall,-71.085481,42.342536,,301,Massachusetts Avenue,Fenway,MA,,,Building,,,,,,,,
73,Saint James African Orthodox Church,-71.091331,42.325147,,50,50 Cedar Street,Roxbury,MA,,,Building,,,,,,,,
74,Samuel Appleton Building,-71.054723,42.357548,,110-114,Milk Street,Boston,MA,,,Building,,,,,,,,
75,Massachusetts College of Art,-71.099578,42.336425,,364,Brookline Avenue,Fenway,MA,,,Building,,,,,,,,
76,Museum of Fine Arts,-71.093734,42.339048,,465,Huntington Avenue,Fenway,MA,,,Building,,,,,,,,
77,National Shawmut Bank Building,-71.057256,42.358055,,70-84,Devonshire Street,Boston,MA,,,Building,,,,,,,,
78,Roswell Gleason House,-71.07143,42.297058,,101,101 Claybourne St,Dorchester,MA,,,Building,,,,,,,,
79,New England Conservatory/Jordan Hall,-71.086675,42.341187,,290,Huntington Avenue,Fenway,MA,,,Building,,,,,,,,
80,New England Telephone and Telegraph Building,-71.055166,42.35567,,185,Franklin Street,Boston,MA,,,Building,,,,,,,,
81,The Ropewalk,-71.053066,42.375789,,,Charlestown Navy Yard,Charlestown,MA,,,Building,,,,,,,,
82,North Market Building,-71.055252,42.360362,,300-399,Faneuil Hall Marketplace,Boston,MA,,,Building,,,,,,,,
83,The Warren House,-71.08299,42.326289,,130,Warren Street,Roxbury,MA,,,Building,,,,,,,,
84,O'Briens Market,-71.064559,42.285372,,1911-1913,Dorchester Avenue,Dorchester,MA,,,Building,,,,,,,,
85,The Blue Cross Blue Shield Building,-71.056415,42.354248,,133,Federal Street,Boston,MA,,,Building,,,,,,,,
86,Oak Square Fire Station,-71.1682,42.351269,,425,Faneuil Street,Brighton,MA,,,Building,,,,,,,,
87,Trinity Church,-71.075322,42.349937,,206,Clarendon Street,Back Bay,MA,,,Building,,,,,,,,
88,Joseph H. Barnes School,-71.036583,42.37686,,127,Marion Street,East Boston,MA,,,Building,,,,,,,,
89,Colonial Theater,-71.065386,42.352221,,106,Boylston Street,Boston,MA,,,Building,,,,,,,,
90,Commercial Wharf,-71.050759,42.362334,,84,Atlantic Avenue,Waterfront,MA,,,Building,,,,,,,,
19,Edward Everett,-71.060402,42.319796,Dorchester Historical Society,,richardson Park,Dorchester,MA,,"1866,",Statue,Community,Relocated,,,,,,http://www.dorchesterhistoricalsociety.org/2012/index.php?option=com_content&view=article&id=17&Itemid=143
55,Boylston Building,-71.062919,42.352039,,2,Boylston Street,Boston,MA,,11/30/77,Building,,,,,,,,
63,Burrage House,-71.086104,42.349234,,314,Commonwealth Ave,Back Bay,MA,,1/28/03,Building,,,,,,,,http://bit.ly/1iq1jzB
65,Old State House,-71.057552,42.35876,,208,Washington Street,Boston,MA,,10/11/94,Building,,,,,,,,http://bit.ly/1hxPmFI
66,Public Garden,-71.070529,42.354157,,,Beacon Street,Boston,MA,,5/10/77,Building,,,,,,,,
67,Liberty Tree Block,-71.062843,42.352156,,628-36,Washington St.,Boston,MA,,4/9/85,Building,,,,,,,,http://bit.ly/1qkJlBG
68,Loring-Greenough House,-71.114975,42.309609,,12,South Street,Jamaica Plain,MA,,4/27/99,Building,,,,,,,,http://bit.ly/1ipzo1u
69,Flour & Grain Exchange,-71.052561,42.358517,,177,Milk Street,Boston,MA,,4/26/94,Building,,,,,,,,
70,Federal Reserve Bank,-71.055219,42.356585,,30,Pearl Street,Boston,MA,,10/10/78,Building,,,,,,,,
71,Vienna Brewery Complex,-71.095165,42.333061,,133,Halleck & 37 Station,Roxbury,MA,,1/26/99,Building,,,,,,,,http://bit.ly/PYuAcp
72,Jacob Wirth's Restaurant,-71.063814,42.35118,,31-39,Stuart Street,Boston,MA,,11/30/77,Building,,,,,,,,http://bit.ly/1hoEorO
73,Saxon Theater/Emerson Majestic,-71.065329,42.351619,,219-21,Tremont Street,Boston,MA,,8/12/86,Building,,,,,,,,http://bit.ly/1hXf1fD
74,Faneuil Hall,-71.055055,42.360039,,10-Jan,Faneuil Hall Sq.,Boston,MA,,12/13/94,Building,,,,,,,,
75,Wilbur Theater,-71.064848,42.350686,,250,Tremont Street,Boston,MA,,7/14/87,Building,,,,,,,,http://bit.ly/1mVEglU
76,Hayden Building,-71.06294,42.351448,,681,Washington Street,Boston,MA,,11/30/77,Building,,,,,,,,http://bit.ly/1oJsBII
77,Adams Nervine Asylum,-71.124012,42.305904,,990-1020,Centre Street,Jamaica Plain,MA,,5/10/77,Building,,Original Location,Male,White,,,"The historical significance of the property lies chiefly in its development as a medical treatment center that embodied progressive ideals and methods. The Asylum was incorporated in 1877 and opened in 1880. The purchase of the Jamaica Plain estate of J. Gardiner Weld, a commercial merchant who died c. 1876 prior to inhabiting his new mansion, was made possible by Seth Adams, who made his fortune at his sugar refinery in South Boston that had begun in 1858. The Adams brothers (Seth and Isaac) previously had manufactured printing presses and machinery. Seth Adams at his death bequeathed $600,000 for establishment of a curative institution for the benefit of indigent, debilitated, nervous people, inhabitants of the State who are not insane.",http://bit.ly/1qg2xSL
78,Gibson House,-71.074134,42.354924,,137,Beacon Street,Back Bay,MA,,7/28/92,Building,,,,,,,,http://bit.ly/1ipZvqk
79,Paramount Theater,-71.062622,42.353688,,549-63,5 Washington St.,Theater District,MA,,2/14/84,Building,,,,,,,,
81,25-27 India Street,-71.05314,42.358301,,27-25,India Street,Boston,MA,,11/1/83,Building,,,,,,,,http://bit.ly/1oHzSZu
82,50-52 Broad Street,-71.053627,42.358118,,50-52,Broad Street,Boston,MA,,4/9/85,Building,,,,,,,,http://bit.ly/1ilHsAg
84,Mission Church Complex,-71.098786,42.333857,,,Mission Hill,Mission Hill,MA,,8/10/04,Building,,,,,,,,http://bit.ly/1lGieAK
85,Boston Young Men's Christian Union Building,-71.063966,42.352235,,48,Boylston Street,Theater,MA,2116,11/30/77,Building,,,,,,,,http://bit.ly/R0w8DL
86,Commonwealth Avenue Mall,-71.094212,42.348683,,,Commonwealth Avenue,Back Bay,MA,,,Building,,,,,,,,http://bit.ly/1fXVXgv
87,Great House Archaeological Site,-71.061449,42.37188,,,City Square,Charlestown,MA,,,Building,,,,,,,,http://bit.ly/1jol0tL
88,Lewis Dawson Farm House,-71.124123,42.303352,,1090,Centre Street,Jamaica Plain,MA,,,Building,,,,,,,,
89,41 Princeton Street,-71.037397,42.376863,,41,Princeton Street (Architectural Conservation District),Boston,MA,,,Building,,,,,,,,http://bit.ly/1g1X4Ml
90,Sidewalk Clock - Peabody Square,-71.064123,42.28595,,,Peabody Square at the intersection of Dorchester Avenue and Ashmont Street,Dorchester,MA,,,Building,,,,,,,,
91,Sidewalk Clock - 342 West Broadway,-71.049719,42.338302,,342,West Broadway,South End,MA,,,Building,,,,,,,,
92,Sidewalk Clock - 333 Massachusetts Ave,-71.084724,42.342388,,333,Massachusetts Avenue,South End,MA,,,Building,,,,,,,,
93,Christian Science Center Complex,-71.084306,42.344577,,,"Bounded by Huntington Avenue, Horticultural Hall, Massachusetts Avenue, Clearway Street, Dalton Street, and Belvidere Street",Fenway,MA,,3/9/11,Building,,,,,,,,
94,Elizabeth Peabody Bookstore and Circulating Library,-71.062141,42.354677,,13-15,West Street,Boston,MA,,11/23/11,Building,,,,,,,,http://bit.ly/1lGnbcZ
96,St. Gabriel's Monastery Building,-71.146295,42.347324,,159,Washington Street,Brighton,MA,,1/10/89,Building,,,,,,,,http://bit.ly/1kDArNW
97,Fowler Clark Farm,-71.088935,42.279966,,487,Norfolk Street,Mattapan,MA,,1/10/06,Building,,,,,,,,
99,20-30 Bromfield Street,-71.060071,42.356605,,20-30,Bromfield Street,Boston,MA,,3/8/83,Building,,,,,,,,
